USER           PID  PPID NAME                        ARGS                       
root          1377     2 [card0-crtc7]               [card0-crtc7]
root          1378     2 [kworker/R-single_tap_cancel] [kworker/R-single_tap_cancel]
root          1379     2 [kworker/R-tpd_wq]          [kworker/R-tpd_wq]
root          1380     2 [kworker/R-tpd_report_wq]   [kworker/R-tpd_report_wq]
root          1382     2 [kworker/R-cds_recovery_workqueue] [kworker/R-cds_recovery_workqueue]
root          1383     2 [wlan_logging_thread]       [wlan_logging_thread]
root          1385     2 [kworker/R-cam-cpas]        [kworker/R-cam-cpas]
root          1386     2 [kworker/R-ipa_interrupt_wq] [kworker/R-ipa_interrupt_wq]
root          1387     2 [kworker/R-ipawq36]         [kworker/R-ipawq36]
root          1388     2 [kworker/R-iparepwq36]      [kworker/R-iparepwq36]
root          1389     2 [kworker/R-ipawq33]         [kworker/R-ipawq33]
root          1390     2 [kworker/R-iparepwq33]      [kworker/R-iparepwq33]
root          1391     2 [kworker/R-ipafreepagewq33] [kworker/R-ipafreepagewq33]
root          1392     2 [kworker/R-ipawq32]         [kworker/R-ipawq32]
root          1393     2 [kworker/R-iparepwq32]      [kworker/R-iparepwq32]
root          1394     2 [kworker/R-ipa_uc_holb_wq]  [kworker/R-ipa_uc_holb_wq]
root          1395     2 [kworker/R-clnt_req]        [kworker/R-clnt_req]
root          1397     2 [kworker/R-kdmflush/254:73] [kworker/R-kdmflush/254:73]
root          1401     2 [kworker/R-soc:pmic-glink:ucsi-glink-con1] [kworker/R-soc:pmic-glink:ucsi-glink-con1]
root          1404     2 [irq/119-arm-smmu-context-fault] [irq/119-arm-smmu-context-fault]
root          1405     2 [kworker/R-qcom,cam_virtual_cdm] [kworker/R-qcom,cam_virtual_cdm]
root          1406     2 [kworker/R-rt-cdm0_0]       [kworker/R-rt-cdm0_0]
root          1407     2 [kworker/R-rt-cdm0_1]       [kworker/R-rt-cdm0_1]
root          1408     2 [kworker/R-rt-cdm0_2]       [kworker/R-rt-cdm0_2]
root          1409     2 [kworker/R-rt-cdm0_3]       [kworker/R-rt-cdm0_3]
root          1410     2 [kworker/R-rt-cdm1_0]       [kworker/R-rt-cdm1_0]
root          1411     2 [kworker/R-rt-cdm1_1]       [kworker/R-rt-cdm1_1]
root          1412     2 [kworker/R-rt-cdm1_2]       [kworker/R-rt-cdm1_2]
root          1413     2 [kworker/R-rt-cdm1_3]       [kworker/R-rt-cdm1_3]
root          1414     2 [kworker/R-rt-cdm2_0]       [kworker/R-rt-cdm2_0]
root          1415     2 [kworker/R-rt-cdm2_1]       [kworker/R-rt-cdm2_1]
root          1416     2 [kworker/R-rt-cdm2_2]       [kworker/R-rt-cdm2_2]
root          1417     2 [kworker/R-rt-cdm2_3]       [kworker/R-rt-cdm2_3]
root          1418     2 [kworker/R-rt-cdm3_0]       [kworker/R-rt-cdm3_0]
root          1419     2 [kworker/R-rt-cdm3_1]       [kworker/R-rt-cdm3_1]
root          1420     2 [kworker/R-rt-cdm3_2]       [kworker/R-rt-cdm3_2]
root          1421     2 [kworker/R-rt-cdm3_3]       [kworker/R-rt-cdm3_3]
root          1422     2 [kworker/R-rt-cdm4_0]       [kworker/R-rt-cdm4_0]
root          1423     2 [kworker/R-rt-cdm4_1]       [kworker/R-rt-cdm4_1]
root          1424     2 [kworker/R-rt-cdm4_2]       [kworker/R-rt-cdm4_2]
root          1425     2 [kworker/R-rt-cdm4_3]       [kworker/R-rt-cdm4_3]
root          1427     2 [psimon]                    [psimon]
root          1431     2 [irq/435-CCI0]              [irq/435-CCI0]
root          1432     2 [kworker/R-cam_cci_wq]      [kworker/R-cam_cci_wq]
root          1433     2 [kworker/R-cam_cci_wq]      [kworker/R-cam_cci_wq]
root          1434     2 [irq/436-CCI1]              [irq/436-CCI1]
root          1435     2 [kworker/R-cam_cci_wq]      [kworker/R-cam_cci_wq]
root          1436     2 [kworker/R-cam_cci_wq]      [kworker/R-cam_cci_wq]
root          1437     2 [irq/437-CCI2]              [irq/437-CCI2]
root          1438     2 [kworker/R-cam_cci_wq]      [kworker/R-cam_cci_wq]
root          1439     2 [kworker/R-cam_cci_wq]      [kworker/R-cam_cci_wq]
root          1493     2 [glink_cdsp]                [glink_cdsp]
root          1494     2 [qrtr_rx]                   [qrtr_rx]
root          1495     2 [glink-IPCRTR]              [glink-IPCRTR]
root          1496     2 [glink-mpam-glink-apps-dsp] [glink-mpam-glink-apps-dsp]
root          1497     2 [irq/120-arm-smmu-context-fault] [irq/120-arm-smmu-context-fault]
root          1498     2 [irq/121-arm-smmu-context-fault] [irq/121-arm-smmu-context-fault]
root          1499     2 [irq/122-arm-smmu-context-fault] [irq/122-arm-smmu-context-fault]
root          1500     2 [irq/123-arm-smmu-context-fault] [irq/123-arm-smmu-context-fault]
root          1501     2 [irq/124-arm-smmu-context-fault] [irq/124-arm-smmu-context-fault]
root          1502     2 [irq/125-arm-smmu-context-fault] [irq/125-arm-smmu-context-fault]
root          1503     2 [irq/126-arm-smmu-context-fault] [irq/126-arm-smmu-context-fault]
root          1505     2 [irq/127-arm-smmu-context-fault] [irq/127-arm-smmu-context-fault]
root          1506     2 [irq/128-arm-smmu-context-fault] [irq/128-arm-smmu-context-fault]
root          1507     2 [irq/129-arm-smmu-context-fault] [irq/129-arm-smmu-context-fault]
root          1508     2 [irq/130-arm-smmu-context-fault] [irq/130-arm-smmu-context-fault]
root          1509     2 [glink-fastrpcglink-apps-dsp] [glink-fastrpcglink-apps-dsp]
root          1510     2 [glink-cdsprmglink-apps-dsp] [glink-cdsprmglink-apps-dsp]
root          1511     2 [glink-cvp-glink-apps-dsp]  [glink-cvp-glink-apps-dsp]
system        1513     1 android.system.suspend-service android.system.suspend-service
keystore      1514     1 keystore2                   keystore2 /data/misc/keystore
root          1515     1 android.hardware.boot-service.qti android.hardware.boot-service.qti
root          1523     2 [glink_adsp]                [glink_adsp]
root          1524     2 [glink-glink_ssr]           [glink-glink_ssr]
root          1525     2 [glink-mhi_sat]             [glink-mhi_sat]
root          1526     2 [qrtr_rx]                   [qrtr_rx]
root          1527     2 [glink-IPCRTR]              [glink-IPCRTR]
root          1528     2 [irq/131-arm-smmu-context-fault] [irq/131-arm-smmu-context-fault]
root          1529     2 [irq/132-arm-smmu-context-fault] [irq/132-arm-smmu-context-fault]
root          1530     2 [irq/133-arm-smmu-context-fault] [irq/133-arm-smmu-context-fault]
root          1531     2 [irq/134-arm-smmu-context-fault] [irq/134-arm-smmu-context-fault]
root          1532     2 [irq/135-arm-smmu-context-fault] [irq/135-arm-smmu-context-fault]
root          1534     2 [irq/136-arm-smmu-context-fault] [irq/136-arm-smmu-context-fault]
root          1535     2 [kworker/R-pdr_notifier_wq] [kworker/R-pdr_notifier_wq]
root          1536     2 [kworker/R-pdr_notifier_wq] [kworker/R-pdr_notifier_wq]
root          1537     2 [kworker/R-pdr_notifier_wq] [kworker/R-pdr_notifier_wq]
root          1538     2 [glink-fastrpcglink-apps-dsp] [glink-fastrpcglink-apps-dsp]
root          1539     2 [kworker/R-pdr_notifier_wq] [kworker/R-pdr_notifier_wq]
root          1540     2 [glink-adsp_apps]           [glink-adsp_apps]
root          1541     2 [glink-sleepmonglink-apps-adsp] [glink-sleepmonglink-apps-adsp]
root          1542     2 [glink-bt_cp_ctrl]          [glink-bt_cp_ctrl]
system        1581  2016 com.android.keychain        com.android.keychain
root          1586     2 [irq/453-synaptics_tcm]     [irq/453-synaptics_tcm]
root          1587     2 [kworker/R-syna_reflash]    [kworker/R-syna_reflash]
root          1588     2 [kworker/R-synaptics_tcm_helper] [kworker/R-synaptics_tcm_helper]
root          1597     2 [kworker/R-syna_charger_detect] [kworker/R-syna_charger_detect]
root          1684     2 [kworker/R-charger-policy-service] [kworker/R-charger-policy-service]
root          1695     2 [f2fs_flush-254:73]         [f2fs_flush-254:73]
root          1696     2 [f2fs_discard-254:73]       [f2fs_discard-254:73]
root          1698     2 [f2fs_gc-254:73]            [f2fs_gc-254:73]
system        1699     1 tpperceiver                 tpperceiver
root          1703     2 [kworker/R-perfmgr_wq]      [kworker/R-perfmgr_wq]
system        1727  2016 cn.nubia.gpu.drivers        cn.nubia.gpu.drivers
tombstoned    1732     1 tombstoned                  tombstoned
radio         1755     1 ipacm                       ipacm
root          1814     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1815     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1816     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1817     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1818     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1819     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1820     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1821     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1823     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1824     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1825     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1826     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1827     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1828     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1829     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1830     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1831     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1832     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1833     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1834     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1835     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1836     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1837     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1838     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1839     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1840     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1841     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1842     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1843     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1844     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1845     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1846     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1847     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1848     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1849     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1850     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1851     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1852     2 [kworker/R-kverityd]        [kworker/R-kverityd]
root          1854     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1855     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1856     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1857     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1858     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1860     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1863     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1865     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1866     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1867     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1868     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1869     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1870     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1871     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1872     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1873     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1874     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1875     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1876     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1877     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1878     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1879     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1880     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1882     2 [kworker/R-ext4-rsv-conversion] [kworker/R-ext4-rsv-conversion]
root          1932     1 boot_rescue                 boot_rescue --res 104857600 --step 10485760 --overflow 524288000 --underflow 10485760
root          1934     1 sh                          sh /system_ext/bin/init.ebase.sh
system        1940     1 time_daemon                 time_daemon
root          1980     1 postgres                    postgres -D /data/ebase/data
root          1996  1980 postgres: checkpointer      postgres: checkpointer
root          1997  1980 postgres: background writer postgres: background writer
root          1998  1980 postgres: walwriter         postgres: walwriter
root          1999  1980 postgres: logical replication launcher postgres: logical replication launcher
root          2013     1 netd                        netd
statsd        2015     1 statsd                      statsd
root          2016     1 zygote64                    zygote64
root          2017     2 [kworker/R-at_usb0]         [kworker/R-at_usb0]
root          2019     2 [kworker/R-at_usb1]         [kworker/R-at_usb1]
root          2020     2 [kworker/R-at_usb2]         [kworker/R-at_usb2]
root          2021     2 [kworker/R-qdss]            [kworker/R-qdss]
root          2022     2 [kworker/R-qdss_mdm]        [kworker/R-qdss_mdm]
root          2023     2 [kworker/R-qdss_sw]         [kworker/R-qdss_sw]
system        2090     1 hlosminkdaemon              hlosminkdaemon
system        2092     1 sscrpcd                     sscrpcd sensorspd adsp
system        2093     1 diag-router                 diag-router
system        2111     1 qccsyshal_aidl-service      qccsyshal_aidl-service
bluetooth     2112     1 android.hardware.bluetooth@aidl-service-qti android.hardware.bluetooth@aidl-service-qti
media         2113     1 android.hardware.drm-service.clearkey android.hardware.drm-service.clearkey
gps           2118     1 android.hardware.gnss-aidl-service-qti android.hardware.gnss-aidl-service-qti
system        2119     1 android.hardware.health-service.qti android.hardware.health-service.qti
system        2120     1 android.hardware.ir-service android.hardware.ir-service
system        2121     1 android.hardware.power-service android.hardware.power-service
system        2122     1 android.hardware.powerstats-service.qti android.hardware.powerstats-service.qti
nfc           2123     1 android.hardware.secure_element-service-aidl android.hardware.secure_element-service-aidl
nobody        2124     1 android.hardware.security.secretkeeper-service-qti android.hardware.security.secretkeeper-service-qti
system        2125     1 android.hardware.sensors-service.multihal android.hardware.sensors-service.multihal
root          2126     1 android.hardware.thermal-service.qti android.hardware.thermal-service.qti
system        2127     1 android.hardware.usb-service.qti android.hardware.usb-service.qti
wifi          2128     1 android.hardware.wifi-service android.hardware.wifi-service
audioserver   2129     1 audiohalservice.qti         audiohalservice.qti
media         2130     1 hexlpservice                hexlpservice -domain signed
media         2138     1 hexlpservice                hexlpservice -domain unsigned
nobody        2143     1 vendor.qti.hardware.memtrack-service vendor.qti.hardware.memtrack-service
system        2146     1 poweropt-service            poweropt-service
media         2151     1 qconfigservice              qconfigservice
system        2152     1 qesdk-manager               qesdk-manager
system        2153     1 qesdk-secmanager            qesdk-secmanager
system        2154     1 snapdragon_services         snapdragon_services
system        2158     1 vendor.btaudio_intermediate.btaudiointeraidl-service vendor.btaudio_intermediate.btaudiointeraidl-service
cameraserver  2174     1 vendor.qti.camera.provider-service_64 vendor.qti.camera.provider-service_64
system        2177     1 vendor.qti.hardware.capabilityconfigstore-service vendor.qti.hardware.capabilityconfigstore-service
system        2179     1 vendor.qti.hardware.display.allocator-service vendor.qti.hardware.display.allocator-service
system        2180     1 vendor.qti.hardware.display.composer-service vendor.qti.hardware.display.composer-service
system        2181     1 dspservice                  dspservice
system        2182     1 vendor.qti.hardware.lights.service vendor.qti.hardware.lights.service
root          2183     1 vendor.qti.hardware.perf2-hal-service vendor.qti.hardware.perf2-hal-service
system        2187     1 vendor.qti.hardware.servicetrackeraidl-service vendor.qti.hardware.servicetrackeraidl-service
mediacodec    2190     1 media.hwcodec               media.hwcodec /vendor.qti.media.c2@1.0-service
mediacodec    2191     1 media.audio.qc.codec        media.audio.qc.codec .qti.media.c2audio@1.0-service
system        2192     1 vendor.qti.qspa-service     vendor.qti.qspa-service
system        2193     1 vendor.qti.qspmhal-service  vendor.qti.qspmhal-service
system        2195     1 vendor.qti.syshealthmon-service vendor.qti.syshealthmon-service
system        2196     1 vendor.zte.bert-service     vendor.zte.bert-service
system        2197     1 vendor.zte.bge-service      vendor.zte.bge-service
system        2198     1 vendor.zte.kws-service      vendor.zte.kws-service
system        2200     1 vendor.zte.llm-service      vendor.zte.llm-service
system        2201     1 vendor.zte.voice-service    vendor.zte.voice-service
media         2202     1 android.hardware.cas-service.example android.hardware.cas-service.example
media         2205     1 android.hardware.drm-service.widevine android.hardware.drm-service.widevine
system        2213     1 pd-mapper                   pd-mapper
system        2214     1 pm-service                  pm-service
audioserver   2223     1 audioserver                 audioserver
gpu_service   2224     1 gpuservice                  gpuservice
system        2228     1 surfaceflinger              surfaceflinger
root          2229     1 space_scan                  space_scan
system        2230     1 usbudev                     usbudev
system        2234     1 qsap_sensors                qsap_sensors
nobody        2235     1 rmt_storage                 rmt_storage
vendor_rfs    2236     1 tftp_server                 tftp_server
root          2237     1 vendordiag                  vendordiag
system        2244     1 qwesd                       qwesd
root          2292     2 [kworker/0:1H]              [kworker/0:1H]
system        2317     1 pm-proxy                    pm-proxy
root          2318     2 [irq/137-arm-smmu-context-fault] [irq/137-arm-smmu-context-fault]
root          2324     2 [irq/454-swr_master_irq]    [irq/454-swr_master_irq]
root          2329     2 [irq/455-swr_master_irq]    [irq/455-swr_master_irq]
root          2333     2 [irq/456-swr_master_irq]    [irq/456-swr_master_irq]
root          2361     2 [kworker/R-aw882xx]         [kworker/R-aw882xx]
drm           2373     1 drmserver                   drmserver
root          2386     2 [kworker/R-aw882xx]         [kworker/R-aw882xx]
nobody        2403     1 traced_probes               traced_probes
nobody        2407     1 traced                      traced
root          2427     2 [irq/468-swr_wake_irq]      [irq/468-swr_wake_irq]
root          2451     1 sh                          sh /system_ext/bin/xproject_log.sh
system        2464     1 tcmd                        tcmd
system        2466     1 android.hardware.gatekeeper-rust-service-qti android.hardware.gatekeeper-rust-service-qti
radio         2474     1 qmipriod                    qmipriod
radio         2475     1 shsusrd                     shsusrd 0x22819000 0x0A
system        2476     1 vendor.dpmd                 vendor.dpmd
system        2507     1 cnss_diag                   cnss_diag -q -f -t HELIUM
cameraserver  2512     1 cameraserver                cameraserver
system        2516     1 gppservice                  gppservice
mdnsr         2517     1 mdnsd                       mdnsd
incidentd     2526     1 incidentd                   incidentd
root          2532     1 nubiahealthd                nubiahealthd -from=dumpstate
root          2537     1 zperfcubeservice            zperfcubeservice
root          2539     1 installd                    installd
mediaex       2545     1 media.extractor             media.extractor aextractor
media         2547     1 media.metrics               media.metrics diametrics
media         2552     1 mediaserver                 mediaserver
root          2554     1 storaged                    storaged
wifi          2560     1 wificond                    wificond
system        2566     1 perfservice                 perfservice
root          2580     1 vendorcfgdeamon             vendorcfgdeamon
system        2587     1 cnd                         cnd
system        2590     1 qsap_dcfd                   qsap_dcfd
radio         2594     1 dlsc                        dlsc
radio         2601     1 imsdaemon                   imsdaemon
radio         2606     1 ipacm-diag                  ipacm-diag
radio         2614     1 nicmd                       nicmd
radio         2616     1 port-bridge                 port-bridge
radio         2620     1 qms                         qms
radio         2622     1 tlpd                        tlpd boot
system        2623     1 qsap_mpamsvc                qsap_mpamsvc
system        2627     1 qsap_qapeservice            qsap_qapeservice
system        2651     1 adsprpcd                    adsprpcd rootpd adsp
system        2658     1 cdsprpcd                    cdsprpcd rootpd cdsp
mediacodec    2706     1 media.swcodec               media.swcodec oid.media.swcodec/bin/mediaswcodec
radio         2761     1 qti                         qti
system        2765     1 cnss-daemon                 cnss-daemon -n -l
radio         2770     1 ssgqmigd                    ssgqmigd
gps           2773     1 mlid                        mlid
system        2780     1 vendor.zte.fingerprint.ztecmdaidl-service vendor.zte.fingerprint.ztecmdaidl-service
system        2783     1 gatekeeperd                 gatekeeperd /data/misc/gatekeeper
root          2786     1 update_engine               update_engine --logtostderr --logtofile --foreground
system        2814     1 qsguard                     qsguard
root          2817     1 ssdaemon                    ssdaemon
system        2829     1 feature_enabler_client      feature_enabler_client
system        2831     1 qcc-vendor                  qcc-vendor
radio         2947  2622 tlpd                        tlpd 02000000
gps           2958     1 lowi-server                 lowi-server
root          2977     1 vendor.zte.ldd.cmd-service  vendor.zte.ldd.cmd-service
system        2995     1 vendor.qti.hardware.soter-service vendor.qti.hardware.soter-service
system        3017     1 vendor.zte.fingerprint.ifaaaidl-service vendor.zte.fingerprint.ifaaaidl-service
gps           3020     1 xtra-daemon                 xtra-daemon
radio         3058     1 adpl                        adpl
root          3069     1 NookModemDaemon             NookModemDaemon -i 0
root          3093     1 ssdaemon_vendor             ssdaemon_vendor -c libss-qti.so
root          3103     1 ssdaemon_vendor             ssdaemon_vendor -c libss-modem.so -i 0
root          3106     1 NookModemDaemon             NookModemDaemon -i 1
root          3109     1 ssdaemon_vendor             ssdaemon_vendor -c libss-modem.so -i 1
gps           3135     1 loc_launcher                loc_launcher
root          3185     2 [irq/469-gf]                [irq/469-gf]
root          3207     2 [gmu_f2h]                   [gmu_f2h]
root          3286     2 [glink_modem]               [glink_modem]
root          3340     2 [qrtr_rx]                   [qrtr_rx]
root          3344     2 [glink-IPCRTR]              [glink-IPCRTR]
root          3416     2 [glink-LOOPBACK_CTL_MPSS]   [glink-LOOPBACK_CTL_MPSS]
system        3481  2016 system_server               system_server
root          3800     2 [glink-DS]                  [glink-DS]
root          3801     2 [glink-DATA1]               [glink-DATA1]
root          3802     2 [glink-DATA4]               [glink-DATA4]
root          3803     2 [glink-DATA11]              [glink-DATA11]
root          3904     2 [kworker/R-ipawq34]         [kworker/R-ipawq34]
root          3906     2 [kworker/R-iparepwq34]      [kworker/R-iparepwq34]
root          3921     2 [kworker/R-ipawq104]        [kworker/R-ipawq104]
root          3922     2 [kworker/R-iparepwq104]     [kworker/R-iparepwq104]
root          3931     2 [kworker/R-ipawq120]        [kworker/R-ipawq120]
root          3932     2 [kworker/R-iparepwq120]     [kworker/R-iparepwq120]
root          3933     2 [kworker/R-ipawq95]         [kworker/R-ipawq95]
root          3934     2 [kworker/R-iparepwq95]      [kworker/R-iparepwq95]
root          3935     2 [kworker/R-ipafreepagewq95] [kworker/R-ipafreepagewq95]
root          3937     2 [kworker/R-ipawq35]         [kworker/R-ipawq35]
root          3938     2 [kworker/R-iparepwq35]      [kworker/R-iparepwq35]
root          3939     2 [kworker/R-ipawq105]        [kworker/R-ipawq105]
root          3940     2 [kworker/R-iparepwq105]     [kworker/R-iparepwq105]
root          3941     2 [kworker/R-ipafreepagewq105] [kworker/R-ipafreepagewq105]
root          3942     2 [kworker/R-ipawq121]        [kworker/R-ipawq121]
root          3943     2 [kworker/R-iparepwq121]     [kworker/R-iparepwq121]
root          3944     2 [kworker/R-ipafreepagewq121] [kworker/R-ipafreepagewq121]
root          3969     2 [kworker/R-wda_wq]          [kworker/R-wda_wq]
radio         4064  2620 qsap_qms_0                  qsap_qms_0 4 qms 1 11
radio         4136     1 ims-dataservice-daemon      ims-dataservice-daemon
radio         4137     1 ims_rtp_daemon              ims_rtp_daemon
bluetooth     4380  2016 com.android.bluetooth       com.android.bluetooth
u0_a385       4577  2016 cn.nubia.gamepad            cn.nubia.gamepad
u0_a343       5562  2016 com.android.systemui        com.android.systemui
u0_a340       5593  2016 com.android.permissioncontroller com.android.permissioncontroller
webview_zygote 5678 2016 webview_zygote              webview_zygote
system        5719  2016 com.zte.analytics           com.zte.analytics
u0_a441       5758  2016 com.zte.toolsmanager        com.zte.toolsmanager
root          5776     2 [qrtr_rx]                   [qrtr_rx]
root          5782     2 [scheduler_thread]          [scheduler_thread]
root          5783     2 [ipa_log_thread]            [ipa_log_thread]
root          5784     2 [dp_refill_thread]          [dp_refill_thread]
root          5785     2 [dp_rx_thread_0]            [dp_rx_thread_0]
root          5786     2 [dp_rx_thread_1]            [dp_rx_thread_1]
root          5787     2 [dp_rx_thread_2]            [dp_rx_thread_2]
root          5788     2 [dp_rx_thread_3]            [dp_rx_thread_3]
root          5789     2 [dp_rx_thread_4]            [dp_rx_thread_4]
radio         5819  2016 .dataservices               .dataservices
oem_2918      5836  2016 .cacertservice              .cacertservice
u0_a418       5838  2016 com.qti.phone               com.qti.phone
u0_a408       5850  2016 .qms                        .qms
network_stack 5863  2016 com.android.networkstack.process com.android.networkstack.process
u0_a452       5889  2016 com.qualcomm.qtil.aptxals   com.qualcomm.qtil.aptxals
u0_a458       5896  2016 org.codeaurora.ims          org.codeaurora.ims
secure_element 5923 2016 com.android.se              com.android.se
system        5939  2016 com.fingerprint.sensorservice com.fingerprint.sensorservice
system        5961  2016 vendor.qti.frameworks.utils vendor.qti.frameworks.utils
u0_a406       5972  2016 .qtidataservices            .qtidataservices
radio         5985  2016 com.android.phone           com.android.phone
u0_a449       6016  2016 vendor.qti.bluetooth.xpan   vendor.qti.bluetooth.xpan
u0_a433       6031  2016 com.zte.nook.modem          com.zte.nook.modem
u0_a457       6078  2016 com.qualcomm.qtil.aptxui    com.qualcomm.qtil.aptxui
u0_a444       6087  2016 com.zte.mifavor.launcher    com.zte.mifavor.launcher
u0_a301       6105  2016 cn.nubia.fan                cn.nubia.fan
u0_a365       6120  2016 cn.nubia.gameassist         cn.nubia.gameassist
system        6189  2016 com.zte.mifavor.launcher.adapter com.zte.mifavor.launcher.adapter
u0_a369       6291  2016 com.zte.usebalance:service  com.zte.usebalance:service
root          6308     2 [file-storage]              [file-storage]
u0_a448       6421  2016 com.zte.voicemodel          com.zte.voicemodel
root          6475     2 [f2fs_ckpt-254:73]          [f2fs_ckpt-254:73]
u0_a491       6499  2016 android.ext.services        android.ext.services
system        6543  2016 com.android.aftersaleservice com.android.aftersaleservice
system        6576     1 qspmsvc                     qspmsvc
root          6578     1 qlm-service                 qlm-service
system        6582     1 qt-service                  qt-service
root          6588     1 thermal-engine-v2           thermal-engine-v2
system        6600     1 vendor.qti.hardware.vibrator.service vendor.qti.hardware.vibrator.service
u0_a455       6871  2016 com.qualcomm.location       com.qualcomm.location
u0_a498       6897  2016 com.android.providers.media.module com.android.providers.media.module
radio         6933     1 qcrilNrd                    qcrilNrd
radio         6939     1 qcrilNrd                    qcrilNrd -c 2
u0_a290       6952  2016 cn.nubia.gamelauncher       cn.nubia.gamelauncher
system        6973  2016 com.ztefingerprint.service  com.ztefingerprint.service
u0_a341       6987  2016 com.zte.ZteLbs              com.zte.ZteLbs
system        7008  2016 com.zte.thermald            com.zte.thermald
u0_a278       7011  2016 com.zte.device.state        com.zte.device.state
u0_a334       7046  2016 com.zte.voiceassist.wakeup  com.zte.voiceassist.wakeup
system        7091  2016 com.zte.dbneopush           com.zte.dbneopush
nfc           7108  2016 com.android.nfc             com.android.nfc
system        7115  2016 com.zte.zgesture            com.zte.zgesture
